subject,age,gender,berry,sample,9pt_overall,us_overall,lms_overall
1034016,51-65,female,blueberry,5,NA,6,55
1034016,51-65,female,blueberry,6,NA,8,74
1034016,51-65,female,blueberry,4,NA,13,-11
1034085,36-50,male,blueberry,1,NA,9,NA
1034085,36-50,male,blueberry,2,NA,10,NA
1034085,36-50,male,blueberry,3,NA,9,NA
1034085,36-50,male,blueberry,5,NA,11,NA
1034085,36-50,male,blueberry,6,NA,11,NA
1034085,36-50,male,blueberry,4,NA,8,NA
1034555,NA,NA,blueberry,1,NA,13,NA
1034555,NA,NA,blueberry,2,NA,12,NA
1034555,NA,NA,blueberry,3,NA,9,NA
1034555,NA,NA,blueberry,5,NA,13,NA
1034555,NA,NA,blueberry,6,NA,11,NA
1034555,NA,NA,blueberry,4,NA,9,NA
1507311,36-50,male,blueberry,1,NA,4,15
1507311,36-50,male,blueberry,2,NA,8,-10
1507311,36-50,male,blueberry,3,NA,4,-30
1507311,36-50,male,blueberry,5,NA,6,36
1507311,36-50,male,blueberry,6,NA,6,36
1507311,36-50,male,blueberry,4,NA,7,-31
1034476,21-35,female,blueberry,1,NA,7,36
1034476,21-35,female,blueberry,2,NA,13,99
1034476,21-35,female,blueberry,3,NA,1,-11
1034476,21-35,female,blueberry,5,NA,10,-58
1034476,21-35,female,blueberry,6,NA,8,-58
1034476,21-35,female,blueberry,4,NA,10,76
1034545,21-35,male,blueberry,1,NA,11,55
1034545,21-35,male,blueberry,2,NA,11,-50
1034545,21-35,male,blueberry,3,NA,9,38
1034545,21-35,male,blueberry,5,NA,4,63
1034545,21-35,male,blueberry,6,NA,15,12
1034545,21-35,male,blueberry,4,NA,9,56
1507318,21-35,female,blueberry,1,NA,5,NA
1507318,21-35,female,blueberry,2,NA,7,NA
1507318,21-35,female,blueberry,3,NA,9,NA
1507318,21-35,female,blueberry,5,NA,4,NA
1507318,21-35,female,blueberry,6,NA,6,NA
1507318,21-35,female,blueberry,4,NA,7,NA
1032863,51-65,male,blueberry,1,NA,8,NA
1032863,51-65,male,blueberry,2,NA,11,NA
1032863,51-65,male,blueberry,3,NA,9,NA
1032863,51-65,male,blueberry,5,NA,9,NA
1032863,51-65,male,blueberry,6,NA,8,NA
1032863,51-65,male,blueberry,4,NA,8,NA
1034127,36-50,female,blueberry,1,NA,NA,73
1034127,36-50,female,blueberry,4,NA,NA,-35
1034127,36-50,female,blueberry,2,NA,NA,-55
1034127,36-50,female,blueberry,3,NA,NA,56
1034127,36-50,female,blueberry,5,NA,NA,-7
1034127,36-50,female,blueberry,6,NA,NA,73
1034234,21-35,female,blueberry,1,NA,NA,-57
1034234,21-35,female,blueberry,4,NA,NA,11
1034234,21-35,female,blueberry,2,NA,NA,39
1034234,21-35,female,blueberry,3,NA,NA,-37
1034234,21-35,female,blueberry,5,NA,NA,-79
1034234,21-35,female,blueberry,6,NA,NA,53
1034524,21-35,female,blueberry,1,NA,NA,87
1034524,21-35,female,blueberry,4,NA,NA,35
1034524,21-35,female,blueberry,2,NA,NA,35
1034524,21-35,female,blueberry,3,NA,NA,55
1034524,21-35,female,blueberry,5,NA,NA,36
1034524,21-35,female,blueberry,6,NA,NA,74
1507781,21-35,female,blueberry,1,NA,NA,-9
1507781,21-35,female,blueberry,4,NA,NA,35
1507781,21-35,female,blueberry,2,NA,NA,71
1507781,21-35,female,blueberry,3,NA,NA,-78
1507781,21-35,female,blueberry,5,NA,NA,56
1507781,21-35,female,blueberry,6,NA,NA,37
1033419,36-50,female,blueberry,2,NA,NA,24
1033419,36-50,female,blueberry,3,NA,NA,74
1033419,36-50,female,blueberry,4,NA,NA,-2
1033419,36-50,female,blueberry,1,NA,NA,55
1033419,36-50,female,blueberry,5,NA,NA,35
1033419,36-50,female,blueberry,6,NA,NA,-1
1033498,51-65,female,blueberry,2,NA,NA,38
1033498,51-65,female,blueberry,3,NA,NA,59
1033498,51-65,female,blueberry,4,NA,NA,37
1033498,51-65,female,blueberry,1,NA,NA,34
1033498,51-65,female,blueberry,5,NA,NA,73
1033498,51-65,female,blueberry,6,NA,NA,75
1033523,36-50,female,blueberry,2,NA,NA,19
1033523,36-50,female,blueberry,3,NA,NA,17
1033523,36-50,female,blueberry,4,NA,NA,73
1033523,36-50,female,blueberry,1,NA,NA,65
1033523,36-50,female,blueberry,5,NA,NA,36
1033523,36-50,female,blueberry,6,NA,NA,57
1034232,NA,NA,blueberry,2,NA,NA,65
1034232,NA,NA,blueberry,3,NA,NA,38
1034232,NA,NA,blueberry,4,NA,NA,55
1034232,NA,NA,blueberry,1,NA,NA,38
1034232,NA,NA,blueberry,5,NA,NA,19
1034232,NA,NA,blueberry,6,NA,NA,18
1031957,NA,NA,blueberry,1,NA,NA,55
1031957,NA,NA,blueberry,2,NA,NA,63
1031957,NA,NA,blueberry,3,NA,NA,80
1031957,NA,NA,blueberry,5,NA,NA,39
1031957,NA,NA,blueberry,6,NA,NA,71
1031957,NA,NA,blueberry,4,NA,NA,84
1031946,21-35,female,strawberry,4,5,11,-56
1031946,21-35,female,strawberry,1,2,11,31
1031946,21-35,female,strawberry,2,6,12,11
1031946,21-35,female,strawberry,6,3,5,-21
1031946,21-35,female,strawberry,3,7,10,-10
1031946,21-35,female,strawberry,5,6,11,33
1031957,NA,NA,strawberry,4,4,14,NA
1031957,NA,NA,strawberry,1,6,9,NA
1031957,NA,NA,strawberry,2,6,6,NA
1031957,NA,NA,strawberry,6,7,9,NA
1031957,NA,NA,strawberry,3,6,5,NA
1031957,NA,NA,strawberry,5,8,0,NA
1032369,51-65,female,strawberry,4,9,NA,NA
1032369,51-65,female,strawberry,1,7,NA,NA
1032369,51-65,female,strawberry,2,4,NA,NA
1032369,51-65,female,strawberry,6,4,NA,NA
1032369,51-65,female,strawberry,3,7,NA,NA
1032369,51-65,female,strawberry,5,8,NA,NA
1032374,36-50,female,strawberry,4,1,11,-10
1032374,36-50,female,strawberry,1,9,11,75
1032374,36-50,female,strawberry,2,6,6,10
1032374,36-50,female,strawberry,6,4,8,11
1032374,36-50,female,strawberry,3,6,13,74
1032374,36-50,female,strawberry,5,4,2,-2
1032381,36-50,female,strawberry,4,6,NA,35
1032381,36-50,female,strawberry,1,7,NA,55
1032381,36-50,female,strawberry,2,1,NA,36
1032381,36-50,female,strawberry,6,1,NA,-76
1032381,36-50,female,strawberry,3,3,NA,12
1032381,36-50,female,strawberry,5,1,NA,-75
1032392,51-65,female,strawberry,4,8,NA,13
1032392,51-65,female,strawberry,1,7,NA,1
1032392,51-65,female,strawberry,2,5,NA,72
1032392,51-65,female,strawberry,6,3,NA,-32
1032392,51-65,female,strawberry,3,8,NA,-31
1032392,51-65,female,strawberry,5,7,NA,34
1514628,36-50,male,strawberry,4,4,9,-67
1514628,36-50,male,strawberry,1,6,9,57
1514628,36-50,male,strawberry,2,2,7,25
1514628,36-50,male,strawberry,6,4,7,-10
1514628,36-50,male,strawberry,3,8,12,-1
1514628,36-50,male,strawberry,5,5,10,56
1032642,51-65,female,strawberry,4,4,4,NA
1032642,51-65,female,strawberry,1,6,13,NA
1032642,51-65,female,strawberry,2,3,9,NA
1032642,51-65,female,strawberry,6,2,1,NA
1032642,51-65,female,strawberry,3,5,10,NA
1032642,51-65,female,strawberry,5,5,14,NA
1032644,36-50,female,strawberry,4,4,0,-98
1032644,36-50,female,strawberry,1,9,15,98
1032644,36-50,female,strawberry,2,9,13,100
1032644,36-50,female,strawberry,6,1,0,-98
1032644,36-50,female,strawberry,3,2,15,57
1032644,36-50,female,strawberry,5,3,10,-13
1032654,51-65,female,strawberry,4,4,10,-12
1032654,51-65,female,strawberry,1,8,10,56
1032654,51-65,female,strawberry,2,6,10,57
1032654,51-65,female,strawberry,6,4,7,50
1032654,51-65,female,strawberry,3,5,12,46
1032654,51-65,female,strawberry,5,7,14,46
1032659,36-50,female,strawberry,4,6,9,-10
1032659,36-50,female,strawberry,1,3,2,13
1032659,36-50,female,strawberry,2,7,13,-44
1032659,36-50,female,strawberry,6,2,8,36
1032659,36-50,female,strawberry,3,3,15,75
1032659,36-50,female,strawberry,5,4,13,11
1032422,NA,NA,strawberry,4,6,8,55
1032422,NA,NA,strawberry,1,8,6,55
1032422,NA,NA,strawberry,2,4,5,37
1032422,NA,NA,strawberry,6,7,10,36
1032422,NA,NA,strawberry,3,7,8,34
1032422,NA,NA,strawberry,5,8,5,57
1033259,21-35,female,strawberry,4,5,NA,NA
1033259,21-35,female,strawberry,1,5,NA,NA
1033259,21-35,female,strawberry,2,4,NA,NA
1033259,21-35,female,strawberry,6,4,NA,NA
1033259,21-35,female,strawberry,3,5,NA,NA
1033259,21-35,female,strawberry,5,5,NA,NA
1032887,36-50,male,strawberry,2,4,NA,-30
1032887,36-50,male,strawberry,1,2,NA,12
1032887,36-50,male,strawberry,3,2,NA,13
1032887,36-50,male,strawberry,5,1,NA,13
1032887,36-50,male,strawberry,4,6,NA,-96
1032887,36-50,male,strawberry,6,4,NA,-7
1032552,NA,NA,strawberry,2,7,NA,-56
1032552,NA,NA,strawberry,1,8,NA,57
1032552,NA,NA,strawberry,3,8,NA,57
1032552,NA,NA,strawberry,5,8,NA,13
1032552,NA,NA,strawberry,4,5,NA,-32
1032552,NA,NA,strawberry,6,4,NA,2
1032987,51-65,female,strawberry,2,6,8,9
1032987,51-65,female,strawberry,1,6,11,-31
1032987,51-65,female,strawberry,3,8,6,55
1032987,51-65,female,strawberry,5,6,9,-9
1032987,51-65,female,strawberry,4,9,8,-11
1032987,51-65,female,strawberry,6,2,6,33
1033043,51-65,male,strawberry,2,5,7,NA
1033043,51-65,male,strawberry,1,7,10,NA
1033043,51-65,male,strawberry,3,4,5,NA
1033043,51-65,male,strawberry,5,8,7,NA
1033043,51-65,male,strawberry,4,4,7,NA
1033043,51-65,male,strawberry,6,5,6,NA
1033046,51-65,female,strawberry,2,4,4,49
1033046,51-65,female,strawberry,1,2,1,56
1033046,51-65,female,strawberry,3,8,4,-31
1033046,51-65,female,strawberry,5,3,2,-32
1033046,51-65,female,strawberry,4,7,10,-48
1033046,51-65,female,strawberry,6,1,2,-82
1033052,36-50,male,strawberry,2,2,NA,47
1033052,36-50,male,strawberry,1,8,NA,12
1033052,36-50,male,strawberry,3,5,NA,74
1033052,36-50,male,strawberry,5,7,NA,-57
1033052,36-50,male,strawberry,4,7,NA,56
1033052,36-50,male,strawberry,6,4,NA,-10
1033224,51-65,female,strawberry,2,4,5,13
1033224,51-65,female,strawberry,1,3,7,-30
1033224,51-65,female,strawberry,3,6,8,12
1033224,51-65,female,strawberry,5,8,9,-57
1033224,51-65,female,strawberry,4,3,10,23
1033224,51-65,female,strawberry,6,6,8,-52
1033068,21-35,female,strawberry,2,6,3,NA
1033068,21-35,female,strawberry,1,7,7,NA
1033068,21-35,female,strawberry,3,8,7,NA
1033068,21-35,female,strawberry,5,8,10,NA
1033068,21-35,female,strawberry,4,7,7,NA
1033068,21-35,female,strawberry,6,8,12,NA
1033090,36-50,female,strawberry,2,2,8,6
1033090,36-50,female,strawberry,1,8,0,-64
1033090,36-50,female,strawberry,3,2,2,-32
1033090,36-50,female,strawberry,5,8,1,35
1033090,36-50,female,strawberry,4,7,11,65
1033090,36-50,female,strawberry,6,2,8,-50
1033110,51-65,male,strawberry,2,8,7,NA
1033110,51-65,male,strawberry,1,9,12,NA
1033110,51-65,male,strawberry,3,8,12,NA
1033110,51-65,male,strawberry,5,9,13,NA
1033110,51-65,male,strawberry,4,5,10,NA
1033110,51-65,male,strawberry,6,7,6,NA
1033141,36-50,male,strawberry,2,5,NA,51
1033141,36-50,male,strawberry,1,6,NA,72
1033141,36-50,male,strawberry,3,8,NA,67
1033141,36-50,male,strawberry,5,9,NA,75
1033141,36-50,male,strawberry,4,6,NA,56
1033141,36-50,male,strawberry,6,6,NA,-54
1033157,36-50,male,strawberry,2,6,5,-12
1033157,36-50,male,strawberry,1,6,4,38
1033157,36-50,male,strawberry,3,7,10,75
1033157,36-50,male,strawberry,5,7,10,77
1033157,36-50,male,strawberry,4,2,7,0
1033157,36-50,male,strawberry,6,3,7,-57
1033168,36-50,male,strawberry,2,3,6,21
1033168,36-50,male,strawberry,1,4,11,57
1033168,36-50,male,strawberry,3,7,8,1
1033168,36-50,male,strawberry,5,6,2,2
1033168,36-50,male,strawberry,4,7,5,-10
1033168,36-50,male,strawberry,6,7,8,-32
1033178,21-35,female,strawberry,2,7,1,2
1033178,21-35,female,strawberry,1,2,3,-30
1033178,21-35,female,strawberry,3,2,5,-27
1033178,21-35,female,strawberry,5,4,3,36
1033178,21-35,female,strawberry,4,3,3,49
1033178,21-35,female,strawberry,6,2,1,0
1032707,21-35,female,strawberry,2,6,5,-14
1032707,21-35,female,strawberry,1,5,4,55
1032707,21-35,female,strawberry,3,5,8,17
1032707,21-35,female,strawberry,5,7,8,12
1032707,21-35,female,strawberry,4,6,8,2
1032707,21-35,female,strawberry,6,6,4,29
1033237,36-50,female,strawberry,2,4,0,-32
1033237,36-50,female,strawberry,1,2,1,-33
1033237,36-50,female,strawberry,3,6,8,11
1033237,36-50,female,strawberry,5,6,11,-33
1033237,36-50,female,strawberry,4,4,4,-34
1033237,36-50,female,strawberry,6,4,0,4
1033289,51-65,male,strawberry,2,3,10,59
1033289,51-65,male,strawberry,1,7,9,93
1033289,51-65,male,strawberry,3,2,9,31
1033289,51-65,male,strawberry,5,7,11,41
1033289,51-65,male,strawberry,4,7,4,-15
1033289,51-65,male,strawberry,6,1,6,-34
1032742,NA,NA,strawberry,2,6,NA,NA
1032742,NA,NA,strawberry,1,8,NA,NA
1032742,NA,NA,strawberry,3,6,NA,NA
1032742,NA,NA,strawberry,5,7,NA,NA
1032742,NA,NA,strawberry,4,7,NA,NA
1032742,NA,NA,strawberry,6,6,NA,NA
1033322,36-50,female,strawberry,2,8,3,55
1033322,36-50,female,strawberry,1,8,13,54
1033322,36-50,female,strawberry,3,8,2,14
1033322,36-50,female,strawberry,5,6,14,57
1033322,36-50,female,strawberry,4,6,7,13
1033322,36-50,female,strawberry,6,1,0,-32
1033701,36-50,female,strawberry,2,2,2,NA
1033701,36-50,female,strawberry,1,7,11,NA
1033701,36-50,female,strawberry,3,7,9,NA
1033701,36-50,female,strawberry,5,2,5,NA
1033701,36-50,female,strawberry,4,4,2,NA
1033701,36-50,female,strawberry,6,4,1,NA
1033417,21-35,male,strawberry,2,7,8,-74
1033417,21-35,male,strawberry,1,7,7,70
1033417,21-35,male,strawberry,3,7,13,72
1033417,21-35,male,strawberry,5,3,11,29
1033417,21-35,male,strawberry,4,5,10,-23
1033417,21-35,male,strawberry,6,6,10,-74
1033392,36-50,female,strawberry,2,7,10,6
1033392,36-50,female,strawberry,1,6,11,54
1033392,36-50,female,strawberry,3,6,1,16
1033392,36-50,female,strawberry,5,8,9,37
1033392,36-50,female,strawberry,4,7,8,37
1033392,36-50,female,strawberry,6,4,3,-31
1033429,21-35,male,strawberry,2,7,8,58
1033429,21-35,male,strawberry,1,9,10,56
1033429,21-35,male,strawberry,3,7,10,10
1033429,21-35,male,strawberry,5,6,10,69
1033429,21-35,male,strawberry,4,7,10,56
1033429,21-35,male,strawberry,6,6,6,56
1033437,51-65,male,strawberry,2,7,9,43
1033437,51-65,male,strawberry,1,8,11,55
1033437,51-65,male,strawberry,3,5,8,11
1033437,51-65,male,strawberry,5,7,11,48
1033437,51-65,male,strawberry,4,7,10,21
1033437,51-65,male,strawberry,6,3,7,-33
1033469,21-35,female,strawberry,2,7,NA,-3
1033469,21-35,female,strawberry,1,7,NA,58
1033469,21-35,female,strawberry,3,7,NA,56
1033469,21-35,female,strawberry,5,7,NA,8
1033469,21-35,female,strawberry,4,9,NA,54
1033469,21-35,female,strawberry,6,4,NA,-49
1033474,36-50,female,strawberry,2,6,NA,11
1033474,36-50,female,strawberry,1,4,NA,59
1033474,36-50,female,strawberry,3,4,NA,-6
1033474,36-50,female,strawberry,5,7,NA,-93
1033474,36-50,female,strawberry,4,8,NA,35
1033474,36-50,female,strawberry,6,6,NA,-5
1033496,51-65,female,strawberry,2,8,6,20
1033496,51-65,female,strawberry,1,8,12,80
1033496,51-65,female,strawberry,3,5,3,4
1033496,51-65,female,strawberry,5,6,10,24
1033496,51-65,female,strawberry,4,7,6,34
1033496,51-65,female,strawberry,6,4,6,-19
1033800,NA,NA,strawberry,2,4,NA,NA
1033800,NA,NA,strawberry,1,2,NA,NA
1033800,NA,NA,strawberry,3,9,NA,NA
1033800,NA,NA,strawberry,5,9,NA,NA
1033800,NA,NA,strawberry,4,6,NA,NA
1033800,NA,NA,strawberry,6,8,NA,NA
1033523,36-50,female,strawberry,2,4,10,41
1033523,36-50,female,strawberry,1,8,2,14
1033523,36-50,female,strawberry,3,6,12,-10
1033523,36-50,female,strawberry,5,5,11,35
1033523,36-50,female,strawberry,4,6,4,13
1033523,36-50,female,strawberry,6,4,7,-10
1033525,51-65,female,strawberry,2,7,NA,13
1033525,51-65,female,strawberry,1,8,NA,11
1033525,51-65,female,strawberry,3,4,NA,75
1033525,51-65,female,strawberry,5,8,NA,36
1033525,51-65,female,strawberry,4,4,NA,75
1033525,51-65,female,strawberry,6,3,NA,-10
1033530,51-65,female,strawberry,2,3,9,NA
1033530,51-65,female,strawberry,1,3,8,NA
1033530,51-65,female,strawberry,3,8,1,NA
1033530,51-65,female,strawberry,5,2,10,NA
1033530,51-65,female,strawberry,4,5,5,NA
1033530,51-65,female,strawberry,6,5,7,NA
1033554,36-50,female,strawberry,2,3,0,NA
1033554,36-50,female,strawberry,1,8,8,NA
1033554,36-50,female,strawberry,3,9,2,NA
1033554,36-50,female,strawberry,5,4,10,NA
1033554,36-50,female,strawberry,4,6,13,NA
1033554,36-50,female,strawberry,6,6,5,NA
1033565,21-35,female,strawberry,2,6,4,-11
1033565,21-35,female,strawberry,1,6,7,38
1033565,21-35,female,strawberry,3,6,11,17
1033565,21-35,female,strawberry,5,6,9,73
1033565,21-35,female,strawberry,4,6,13,37
1033565,21-35,female,strawberry,6,4,9,10
1034232,NA,NA,strawberry,2,3,0,NA
1034232,NA,NA,strawberry,1,6,12,NA
1034232,NA,NA,strawberry,3,6,5,NA
1034232,NA,NA,strawberry,5,6,13,NA
1034232,NA,NA,strawberry,4,4,6,NA
1034232,NA,NA,strawberry,6,4,3,NA
1033779,51-65,female,strawberry,2,2,NA,-33
1033779,51-65,female,strawberry,1,2,NA,38
1033779,51-65,female,strawberry,3,7,NA,-8
1033779,51-65,female,strawberry,5,6,NA,-51
1033779,51-65,female,strawberry,4,3,NA,-8
1033779,51-65,female,strawberry,6,3,NA,-80
1034261,21-35,female,strawberry,2,7,2,57
1034261,21-35,female,strawberry,1,8,1,40
1034261,21-35,female,strawberry,3,7,4,-1
1034261,21-35,female,strawberry,5,6,8,34
1034261,21-35,female,strawberry,4,4,10,-20
1034261,21-35,female,strawberry,6,4,4,-77
1032448,21-35,female,strawberry,2,6,7,56
1032448,21-35,female,strawberry,1,7,6,12
1032448,21-35,female,strawberry,3,8,10,56
1032448,21-35,female,strawberry,5,9,8,48
1032448,21-35,female,strawberry,4,8,11,70
1032448,21-35,female,strawberry,6,6,6,17
1514614,51-65,female,strawberry,2,3,8,42
1514614,51-65,female,strawberry,1,9,14,96
1514614,51-65,female,strawberry,3,8,14,-93
1514614,51-65,female,strawberry,5,8,4,61
1514614,51-65,female,strawberry,4,7,6,-11
1514614,51-65,female,strawberry,6,8,0,25
1033067,51-65,female,strawberry,2,6,NA,-11
1033067,51-65,female,strawberry,1,6,NA,75
1033067,51-65,female,strawberry,3,9,NA,-56
1033067,51-65,female,strawberry,5,8,NA,55
1033067,51-65,female,strawberry,4,9,NA,36
1033067,51-65,female,strawberry,6,2,NA,-55
1522558,36-50,female,strawberry,2,5,6,11
1522558,36-50,female,strawberry,1,2,5,11
1522558,36-50,female,strawberry,3,6,2,34
1522558,36-50,female,strawberry,5,7,8,11
1522558,36-50,female,strawberry,4,3,1,1
1522558,36-50,female,strawberry,6,4,2,-9
1033366,36-50,female,strawberry,2,6,3,22
1033366,36-50,female,strawberry,1,4,8,-60
1033366,36-50,female,strawberry,3,2,6,11
1033366,36-50,female,strawberry,5,7,13,-5
1033366,36-50,female,strawberry,4,6,5,3
1033366,36-50,female,strawberry,6,4,3,57
1033784,51-65,female,strawberry,1,5,13,74
1033784,51-65,female,strawberry,2,8,11,26
1033784,51-65,female,strawberry,4,7,5,-19
1033784,51-65,female,strawberry,3,8,6,51
1033784,51-65,female,strawberry,6,6,11,-28
1033784,51-65,female,strawberry,5,7,12,51
1032783,51-65,female,strawberry,1,6,4,-10
1032783,51-65,female,strawberry,2,3,5,12
1032783,51-65,female,strawberry,4,2,7,57
1032783,51-65,female,strawberry,3,4,5,53
1032783,51-65,female,strawberry,6,4,4,36
1032783,51-65,female,strawberry,5,3,8,39
1033803,21-35,male,strawberry,1,7,10,11
1033803,21-35,male,strawberry,2,5,8,10
1033803,21-35,male,strawberry,4,3,10,11
1033803,21-35,male,strawberry,3,7,8,-16
1033803,21-35,male,strawberry,6,4,6,-29
1033803,21-35,male,strawberry,5,6,8,18
1033852,36-50,female,strawberry,1,8,13,65
1033852,36-50,female,strawberry,2,6,1,10
1033852,36-50,female,strawberry,4,6,1,-5
1033852,36-50,female,strawberry,3,6,8,11
1033852,36-50,female,strawberry,6,4,8,33
1033852,36-50,female,strawberry,5,6,13,50
1033887,21-35,female,strawberry,1,8,5,-57
1033887,21-35,female,strawberry,2,5,9,-55
1033887,21-35,female,strawberry,4,3,10,11
1033887,21-35,female,strawberry,3,3,10,35
1033887,21-35,female,strawberry,6,3,11,12
1033887,21-35,female,strawberry,5,2,9,36
1033920,36-50,female,strawberry,1,8,11,53
1033920,36-50,female,strawberry,2,4,5,-32
1033920,36-50,female,strawberry,4,5,9,55
1033920,36-50,female,strawberry,3,8,15,-11
1033920,36-50,female,strawberry,6,7,3,13
1033920,36-50,female,strawberry,5,6,15,55
1033955,36-50,female,strawberry,1,8,9,34
1033955,36-50,female,strawberry,2,5,11,-9
1033955,36-50,female,strawberry,4,4,11,-32
1033955,36-50,female,strawberry,3,7,10,-9
1033955,36-50,female,strawberry,6,7,7,13
1033955,36-50,female,strawberry,5,6,5,-9
1034016,51-65,female,strawberry,1,8,11,11
1034016,51-65,female,strawberry,2,6,6,34
1034016,51-65,female,strawberry,4,6,3,36
1034016,51-65,female,strawberry,3,8,10,75
1034016,51-65,female,strawberry,6,3,6,-57
1034016,51-65,female,strawberry,5,6,11,55
1034051,21-35,female,strawberry,1,6,5,NA
1034051,21-35,female,strawberry,2,7,3,NA
1034051,21-35,female,strawberry,4,7,5,NA
1034051,21-35,female,strawberry,3,6,8,NA
1034051,21-35,female,strawberry,6,3,3,NA
1034051,21-35,female,strawberry,5,6,5,NA
1034085,36-50,male,strawberry,1,6,9,57
1034085,36-50,male,strawberry,2,6,11,55
1034085,36-50,male,strawberry,4,6,8,25
1034085,36-50,male,strawberry,3,7,9,63
1034085,36-50,male,strawberry,6,8,6,5
1034085,36-50,male,strawberry,5,4,8,74
1032859,21-35,female,strawberry,1,5,10,55
1032859,21-35,female,strawberry,2,6,7,55
1032859,21-35,female,strawberry,4,6,6,26
1032859,21-35,female,strawberry,3,6,9,-24
1032859,21-35,female,strawberry,6,5,7,-2
1032859,21-35,female,strawberry,5,7,12,75
1034103,36-50,female,strawberry,1,8,12,74
1034103,36-50,female,strawberry,2,8,12,12
1034103,36-50,female,strawberry,4,4,14,17
1034103,36-50,female,strawberry,3,9,9,66
1034103,36-50,female,strawberry,6,6,7,35
1034103,36-50,female,strawberry,5,9,8,62
1034127,36-50,female,strawberry,1,8,10,60
1034127,36-50,female,strawberry,2,7,14,-32
1034127,36-50,female,strawberry,4,6,13,27
1034127,36-50,female,strawberry,3,6,14,-5
1034127,36-50,female,strawberry,6,2,5,-10
1034127,36-50,female,strawberry,5,7,7,54
1034217,51-65,female,strawberry,1,4,NA,NA
1034217,51-65,female,strawberry,2,4,NA,NA
1034217,51-65,female,strawberry,4,5,NA,NA
1034217,51-65,female,strawberry,3,5,NA,NA
1034217,51-65,female,strawberry,6,5,NA,NA
1034217,51-65,female,strawberry,5,5,NA,NA
1034219,36-50,male,strawberry,1,3,12,12
1034219,36-50,male,strawberry,2,3,9,-31
1034219,36-50,male,strawberry,4,6,9,-11
1034219,36-50,male,strawberry,3,4,12,-32
1034219,36-50,male,strawberry,6,3,10,-57
1034219,36-50,male,strawberry,5,4,10,11
1034262,NA,NA,strawberry,1,9,NA,NA
1034262,NA,NA,strawberry,2,8,NA,NA
1034262,NA,NA,strawberry,4,8,NA,NA
1034262,NA,NA,strawberry,3,7,NA,NA
1034262,NA,NA,strawberry,6,8,NA,NA
1034262,NA,NA,strawberry,5,6,NA,NA
1034234,21-35,female,strawberry,1,8,NA,66
1034234,21-35,female,strawberry,2,8,NA,74
1034234,21-35,female,strawberry,4,7,NA,2
1034234,21-35,female,strawberry,3,9,NA,-69
1034234,21-35,female,strawberry,6,3,NA,-22
1034234,21-35,female,strawberry,5,8,NA,31
1034246,21-35,female,strawberry,1,7,12,57
1034246,21-35,female,strawberry,2,6,9,13
1034246,21-35,female,strawberry,4,6,12,-8
1034246,21-35,female,strawberry,3,4,9,81
1034246,21-35,female,strawberry,6,6,7,13
1034246,21-35,female,strawberry,5,2,8,61
1034297,NA,NA,strawberry,1,4,6,-3
1034297,NA,NA,strawberry,2,4,8,-11
1034297,NA,NA,strawberry,4,4,7,-2
1034297,NA,NA,strawberry,3,6,7,9
1034297,NA,NA,strawberry,6,4,7,-36
1034297,NA,NA,strawberry,5,5,8,6
1034400,51-65,female,strawberry,1,4,5,-46
1034400,51-65,female,strawberry,2,3,8,-5
1034400,51-65,female,strawberry,4,7,3,25
1034400,51-65,female,strawberry,3,4,13,47
1034400,51-65,female,strawberry,6,3,7,-33
1034400,51-65,female,strawberry,5,6,12,11
1034524,21-35,female,strawberry,1,4,NA,NA
1034524,21-35,female,strawberry,2,4,NA,NA
1034524,21-35,female,strawberry,4,8,NA,NA
1034524,21-35,female,strawberry,3,7,NA,NA
1034524,21-35,female,strawberry,6,2,NA,NA
1034524,21-35,female,strawberry,5,3,NA,NA
1034555,NA,NA,strawberry,1,6,10,0
1034555,NA,NA,strawberry,2,5,8,51
1034555,NA,NA,strawberry,4,6,10,21
1034555,NA,NA,strawberry,3,5,14,13
1034555,NA,NA,strawberry,6,4,7,-10
1034555,NA,NA,strawberry,5,7,9,12
1034370,21-35,female,strawberry,1,9,NA,NA
1034370,21-35,female,strawberry,2,8,NA,NA
1034370,21-35,female,strawberry,4,2,NA,NA
1034370,21-35,female,strawberry,3,6,NA,NA
1034370,21-35,female,strawberry,6,2,NA,NA
1034370,21-35,female,strawberry,5,2,NA,NA
1034381,36-50,female,strawberry,1,7,NA,63
1034381,36-50,female,strawberry,2,6,NA,46
1034381,36-50,female,strawberry,4,8,NA,61
1034381,36-50,female,strawberry,3,7,NA,55
1034381,36-50,female,strawberry,6,8,NA,40
1034381,36-50,female,strawberry,5,8,NA,82
1507311,36-50,male,strawberry,1,6,6,-32
1507311,36-50,male,strawberry,2,2,5,0
1507311,36-50,male,strawberry,4,7,10,11
1507311,36-50,male,strawberry,3,6,5,57
1507311,36-50,male,strawberry,6,2,3,12
1507311,36-50,male,strawberry,5,5,11,55
1034428,21-35,female,strawberry,1,6,10,-26
1034428,21-35,female,strawberry,2,3,9,-32
1034428,21-35,female,strawberry,4,7,9,-68
1034428,21-35,female,strawberry,3,3,11,61
1034428,21-35,female,strawberry,6,5,5,-29
1034428,21-35,female,strawberry,5,9,12,-32
1034476,21-35,female,strawberry,1,8,12,74
1034476,21-35,female,strawberry,2,4,15,0
1034476,21-35,female,strawberry,4,6,11,11
1034476,21-35,female,strawberry,3,6,9,12
